Vendor_ID,Vendor_Name,Vendor_Category,Years_In_Business,Total_Orders,Delivered_Orders,Returned_Orders,Delayed_Orders,Disputed_Orders,Avg_Delivery_Days,Rating,Product_Quality_Score,Response_Time_Hours,Refund_Rate,Contract_Value,Risk_Level
V4126,Vendor_419_Co,Packaging,28,2810,1389,1130,1039,1371,14,2.85,4.0,22.0,0.2561,371161.0,Low
V9244,Vendor_182_Co,Textiles,7,1834,93,40,46,87,17,2.39,5.0,26.0,0.1186,185485.0,Low Risk
V9972,Vendor_569_Co,Packaging,15,1076,503,155,15,91,7,3.27,4.0,59.0,0.0939,299950.0,Low
V6676,Vendor_145_Ltd,Textiles,23,1800,1671,1194,1219,1327,13,3.93,8.0,55.0,0.0026,376393.0,Low
V1941,Vendor_964_Corp,Food & Beverage,9,3312,302,55,270,227,20,4.32,9.0,2.0,0.004,48905.0,High Risk
V1867,Vendor_829_Inc,IT Hardware,4,3345,590,552,322,6,25,4.93,10.0,9.0,0.1589,383929.0,0
V2387,Vendor_240_Ltd,Food & Beverage,29,1189,996,673,447,139,26,4.09,7.0,24.0,0.1363,223363.0,High Risk
V3328,Vendor_426_Ltd,Food & Beverage,8,2309,621,202,406,7,29,2.54,3.0,16.0,0.1355,87047.0,1
V5565,Vendor_204_LLC,Automotive,1,3529,744,360,587,340,22,6.0,5.0,26.0,0.0024,355408.0,
V6012,Vendor_346_Co,Automotive,16,4222,359,198,293,25,17,3.58,10.0,37.0,0.1865,437566.0,High Risk
V1855,Vendor_883_Corp,Textiles,15,4931,510,126,447,436,30,4.74,10.0,9.0,0.1958,461976.0,1
V4924,Vendor_167_Inc,Office Supplies,4,571,78,19,15,0,25,3.35,2.0,65.0,,409702.0,High Risk
V5277,Vendor_477_Corp,Automotive,8,510,237,80,207,30,28,2.83,10.0,23.0,0.2752,471645.0,1
V4619,Vendor_822_LLC,Automotive,22,4979,1252,217,1171,88,16,4.34,2.0,62.0,0.2546,-1000.0,High Risk
V2426,Vendor_881_Inc,Chemicals,10,4782,3831,268,1757,2038,21,3.89,6.0,3.0,0.2059,210702.0,1
V7115,Vendor_214_Corp,Raw Materials,15,2533,2260,823,1451,2060,16,2.2,5.0,56.0,0.1344,451311.0,high
V8047,Vendor_427_Inc,Machinery,5,2377,1330,406,319,48,14,3.9,5.0,29.0,0.0895,31753.0,NO
V3159,Vendor_115_Inc,Machinery,19,4435,2053,714,450,105,11,2.05,5.0,7.0,0.038,221704.0,High Risk
V5716,Vendor_528_Corp,Raw Materials,11,598,177,174,82,58,28,4.54,6.0,24.0,0.2503,137430.0,
V1129,Vendor_686_Inc,IT Hardware,30,2349,1515,45,1096,1428,10,3.52,6.0,24.0,0.2281,313446.0,0
V2280,Vendor_607_Inc,Office Supplies,6,3343,838,187,181,382,10,2.04,4.0,23.0,0.1258,57561.0,High Risk
V3303,Vendor_439_Corp,Textiles,24,418,328,67,302,283,28,4.89,9.0,11.0,0.2588,239685.0,NO
V4363,Vendor_110_Co,Office Supplies,4,1915,613,600,120,265,12,2.48,3.0,47.0,0.1866,281355.0,1
V2182,Vendor_963_Inc,Chemicals,14,3185,2580,1960,78,2338,12,2.93,5.0,1.0,0.2929,8104.0,0
V3267,Vendor_535_Corp,Electronics,3,2675,901,152,862,335,21,2.27,2.0,24.0,0.2754,129152.0,0
V2511,Vendor_644_Co,Office Supplies,21,1145,448,195,419,271,16,4.46,8.0,46.0,0.2473,311967.0,0
V3116,Vendor_489_Co,Machinery,17,992,7,7,6,2,18,4.5,6.0,10.0,0.1191,390043.0,0
V7529,Vendor_774_Ltd,IT Hardware,20,1027,876,831,86,617,24,3.84,8.0,8.0,0.1276,310641.0,
V5510,Vendor_356_Corp,Chemicals,25,317,245,126,34,39,13,4.68,4.0,24.0,,273108.0,High Risk
V2240,Vendor_846_Corp,IT Hardware,8,3110,2739,1949,138,1359,28,3.57,4.0,8.0,0.1808,142865.0,Low
V4538,Vendor_306_LLC,Chemicals,18,951,576,63,154,142,9,3.93,1.0,8.0,0.2812,21720.0,1
V9478,Vendor_150_Co,Chemicals,8,1442,1218,807,873,159,29,3.56,2.0,49.0,0.2483,164018.0,High Risk
V9651,Vendor_256_Co,Electronics,8,4796,139,23,82,137,30,4.89,8.0,40.0,0.1796,28138.0,YES
V1344,Vendor_911_Co,Office Supplies,29,2477,1068,980,689,726,8,-1.0,9.0,69.0,0.1675,485564.0,high
V3120,Vendor_558_Co,IT Hardware,6,466,7,0,1,3,18,3.98,3.0,34.0,0.1987,175541.0,0
V5094,Vendor_503_Co,Packaging,15,4596,2884,1621,2256,2577,2,4.19,1.0,15.0,0.0988,18764.0,NO
V3249,Vendor_930_Inc,Automotive,2,349,272,33,237,91,28,2.57,10.0,63.0,0.0397,264072.0,
V9862,Vendor_969_Inc,Textiles,4,1336,1311,1223,980,923,2,4.43,7.0,43.0,0.1338,18101.0,High
V9951,Vendor_953_Inc,IT Hardware,21,4577,1805,1401,1266,1305,2,3.46,3.0,36.0,0.0235,76012.0,YES
V9831,Vendor_996_LLC,Office Supplies,8,4766,1107,108,1060,368,30,2.15,10.0,Fast,0.2653,127612.0,High Risk
V1187,Vendor_496_Corp,Textiles,16,2633,73,37,67,7,1,4.57,8.0,52.0,0.2938,141534.0,0
V1897,Vendor_488_Corp,Textiles,3,2804,2468,590,1081,2370,23,2.56,7.0,54.0,0.1563,271726.0,0
V5938,Vendor_699_Inc,Textiles,1,3082,2581,861,371,907,15,3.54,9.0,21.0,0.1872,495985.0,0
V6229,Vendor_447_LLC,Chemicals,7,26,13,4,3,3,7,,8.0,13.0,0.2306,234209.0,0
V7177,Vendor_587_Inc,Automotive,13,393,75,12,47,9,23,2.87,4.0,30.0,0.2003,491585.0,Low Risk
V2486,Vendor_322_Inc,Packaging,30,2877,2421,74,472,578,7,2.16,3.0,44.0,0.0665,359912.0,1
V4807,Vendor_519_LLC,Food & Beverage,28,3022,563,152,41,91,6,2.02,3.0,11.0,0.1479,344810.0,Low
V9475,Vendor_155_Co,Raw Materials,26,2682,2334,467,439,520,14,2.04,4.0,40.0,0.132,136392.0,high
V6260,Vendor_225_Corp,Office Supplies,10,3958,2809,2467,373,2628,13,2.67,4.0,13.0,0.0757,479981.0,NO
V1978,Vendor_385_Co,Textiles,16,2224,1138,786,615,173,1,Unknown,7.0,57.0,0.0133,108861.0,high
V9366,Vendor_685_Ltd,Automotive,8,1825,1442,1425,235,188,12,Poor,6.0,18.0,0.2033,337830.0,
V3568,Vendor_888_Co,Office Supplies,20,1693,1416,131,402,490,3,4.09,2.0,61.0,0.0211,236165.0,1
V2522,Vendor_679_LLC,Food & Beverage,11,3155,746,609,274,656,20,4.96,2.0,17.0,0.0542,235009.0,1
V3728,Vendor_599_Ltd,Raw Materials,23,295,22,12,13,5,5,2.32,3.0,7.0,0.1945,160508.0,1
V2832,Vendor_458_Corp,Raw Materials,21,312,52,18,27,31,18,4.03,9.0,TBD,0.2679,97478.0,low
V5337,Vendor_801_Corp,Raw Materials,11,53,14,4,9,9,5,3.82,3.0,52.0,0.0878,27381.0,High Risk
V6062,Unknown,Electronics,6,2200,118,23,34,89,28,2.43,7.0,9.0,0.0426,332964.0,0
V3882,Vendor_921_Inc,Automotive,29,833,237,65,104,137,2,3.93,10.0,40.0,0.0232,219988.0,NO
V9498,Vendor_288_Inc,Packaging,18,3008,939,377,506,429,15,3.71,1.0,48.0,0.1401,314995.0,1
V4498,Vendor_533_Inc,Electronics,4,3079,1659,4,1615,229,13,4.73,7.0,18.0,0.1114,,0
V1678,Vendor_210_Co,Automotive,25,3598,2953,552,2689,1758,1,4.49,9.0,15.0,0.0873,325844.0,Low 
V6902,Vendor_258_Corp,Automotive,30,3289,2038,902,1407,54,27,3.0,9.0,49.0,0.1592,376466.0,0
V1653,Vendor_259_LLC,Textiles,9,1636,1332,563,1089,17,5,3.04,8.0,18.0,0.0026,447463.0,Low
V1937,Vendor_872_Inc,Automotive,28,393,263,163,10,170,16,3.98,6.0,,0.2509,62823.0,High Risk
V4081,Vendor_764_Corp,Office Supplies,26,1083,164,88,108,21,21,2.68,3.0,62.0,0.2618,212133.0,1
V2324,Vendor_390_Inc,Chemicals,12,3316,1637,661,1169,1315,1,4.57,4.0,23.0,0.2132,65742.0,0
V8432,Vendor_988_LLC,IT Hardware,23,4048,3053,1287,1064,771,11,4.73,2.0,22.0,0.2826,415544.0,Low
V1505,Vendor_495_Corp,Chemicals,18,343,309,149,120,33,13,3.69,6.0,62.0,0.0543,406417.0,High
V7622,Vendor_456_LLC,Textiles,23,20,1,1,0,1,4,4.87,10.0,62.0,0.1943,240265.0,1
V3737,Vendor_889_Inc,Food & Beverage,25,2056,308,128,215,285,22,2.16,6.0,54.0,0.0731,17293.0,0
V5220,Vendor_647_Inc,Food & Beverage,4,4603,2118,1106,1771,1877,29,4.17,7.0,64.0,,204026.0,Low Risk
V3121,Vendor_716_Ltd,Packaging,23,487,329,225,33,115,8,4.81,4.0,44.0,0.1454,356496.0,high
V9589,Vendor_661_Co,Raw Materials,7,4014,472,64,120,303,23,4.74,10.0,64.0,0.1837,279489.0,High Risk
V1116,Vendor_741_Inc,Automotive,11,1992,1635,1267,123,1442,28,4.93,7.0,12.0,0.11,154039.0,low
V1108,Vendor_319_LLC,Textiles,19,4098,407,352,246,342,6,4.84,5.0,40.0,0.1346,80148.0,High Risk
V4175,Vendor_402_LLC,Packaging,4,586,504,397,105,91,29,4.98,9.0,56.0,0.0352,168348.0,YES
V5007,Vendor_871_Co,Machinery,27,607,312,62,202,291,23,4.83,5.0,36.0,0.1735,150468.0,1
V7987,Vendor_462_LLC,Machinery,9,1116,622,541,573,135,7,2.17,1.0,50.0,0.2625,67765.0,Low
V1025,Vendor_494_LLC,Food & Beverage,22,1456,334,111,172,307,1,4.31,5.0,6.0,0.2632,361416.0,1
V3254,Vendor_139_Inc,Food & Beverage,23,821,731,665,343,149,27,2.42,8.0,58.0,0.1846,475930.0,1
V4453,Vendor_827_Inc,Packaging,2,4788,42,22,2,35,7,4.57,8.0,30.0,0.1119,319816.0,0
V6444,Vendor_676_Co,Machinery,9,316,81,77,77,18,14,4.54,10.0,50.0,0.088,417040.0,High Risk
V1721,Vendor_878_Inc,Raw Materials,15,2391,284,172,187,33,16,4.83,8.0,66.0,0.2512,44523.0,YES
V9977,Vendor_933_Inc,Packaging,17,2817,2526,1524,1920,1057,5,4.0,10.0,67.0,0.2048,423675.0,Low Risk
V9972,Vendor_957_Co,Machinery,24,3755,1783,343,191,1154,18,4.22,6.0,30.0,0.0041,206939.0,High Risk
V2905,Vendor_814_LLC,Office Supplies,28,1237,1013,47,437,779,6,3.93,5.0,2.0,0.0026,38520.0,High Risk
V6226,Vendor_289_Co,IT Hardware,13,405,75,35,19,26,13,3.72,10.0,41.0,0.2205,276502.0,NO
V4405,Vendor_466_LLC,Electronics,14,3495,582,110,521,31,18,2.52,8.0,44.0,0.2995,111510.0,high
V8625,Vendor_558_Corp,Food & Beverage,10,39,1,0,1,0,24,2.81,5.0,61.0,0.1883,266751.0,0
V7465,Vendor_860_Inc,Textiles,16,3075,2012,828,1895,851,10,3.92,10.0,10.0,0.1226,21356.0,1
V1574,Vendor_510_LLC,Electronics,24,3402,3257,1934,273,1271,28,3.86,4.0,9.0,0.2809,354743.0,High Risk
V2622,Vendor_597_Corp,IT Hardware,21,627,18,11,1,1,12,2.73,3.0,72.0,0.2659,242815.0,low
V4526,Vendor_776_Inc,Textiles,22,3118,3049,1202,241,824,-5,3.28,5.0,7.0,0.1598,369427.0,Low Risk
V8039,Vendor_581_LLC,Raw Materials,11,982,535,3,237,320,6,2.84,10.0,29.0,0.2119,124288.0,Low
V7305,Vendor_274_LLC,IT Hardware,3,3679,1559,345,1355,432,14,4.15,4.0,44.0,0.2398,75855.0,High
V2025,Vendor_521_Corp,Office Supplies,27,4237,2561,1346,740,1438,19,4.51,6.0,37.0,0.0084,237702.0,Low Risk
V1380,Vendor_140_Inc,Automotive,7,1146,111,38,59,61,23,2.02,8.0,51.0,0.0389,459906.0,1
V4980,Vendor_989_Co,Chemicals,16,4607,3178,211,2500,2362,12,3.64,10.0,65.0,0.2889,129309.0,High
V7294,Vendor_852_Co,Office Supplies,15,2699,2363,857,1198,1268,15,4.73,6.0,34.0,0.1034,367349.0,1
V2142,Vendor_732_Corp,Food & Beverage,27,2695,1471,937,30,1217,20,3.68,5.0,45.0,0.1908,243272.0,High
V8816,Vendor_152_Co,IT Hardware,22,3570,2967,2368,1864,2313,18,3.93,6.0,22.0,0.2484,74255.0,0
V6005,Vendor_578_Inc,Automotive,3,1068,93,10,82,58,11,4.06,10.0,56.0,0.0289,309303.0,
V7579,Vendor_942_Co,Automotive,27,548,134,19,43,128,5,4.38,1.0,Slow,0.1084,85805.0,0
V6244,Vendor_576_Co,IT Hardware,1,4120,1915,660,264,1712,13,3.26,3.0,43.0,0.2455,492008.0,YES
V2423,Vendor_286_Co,Machinery,3,3057,1146,655,748,553,27,2.29,8.0,37.0,0.2787,307010.0,High
V5874,Vendor_150_Ltd,Textiles,5,90,3,0,0,2,27,3.85,2.0,40.0,0.2224,347729.0,1
V9971,Vendor_205_Ltd,IT Hardware,1,1492,348,61,65,263,7,4.38,6.0,69.0,0.2458,406582.0,0
V4610,Vendor_588_Co,Raw Materials,9,2641,2416,65,133,2382,22,3.28,5.0,63.0,0.2539,333970.0,high
V7726,Vendor_271_LLC,Machinery,24,1282,1087,537,240,396,24,3.97,5.0,57.0,0.0006,10564.0,low
V7962,Vendor_781_Ltd,Machinery,8,2157,1533,767,1265,1440,23,2.61,8.0,35.0,0.1296,408852.0,Low Risk
V7210,Vendor_929_Corp,Raw Materials,18,3560,1603,692,660,443,3,2.33,8.0,1.0,0.0614,288275.0,0
V8699,Vendor_982_Ltd,Machinery,8,2302,1323,928,94,134,27,4.61,1.0,9.0,0.0142,190452.0,1
V6812,Vendor_684_Inc,Office Supplies,18,2177,595,343,366,299,27,3.85,3.0,12.0,0.1289,257567.0,RISK
V8340,Vendor_716_LLC,Automotive,23,3258,1615,1179,1554,567,24,2.17,9.0,26.0,0.1768,470137.0,low
V6264,Vendor_943_Ltd,Automotive,17,4575,4466,834,48,1176,5,2.52,4.0,30.0,0.2033,448906.0,Low
V2045,Vendor_926_Inc,Office Supplies,12,4780,1904,515,1380,163,14,2.81,2.0,52.0,0.1061,26812.0,high
V1731,Vendor_784_Co,Electronics,4,2444,1362,113,758,1121,365,3.11,6.0,44.0,0.1908,132555.0,Low Risk
V6098,Vendor_390_LLC,Textiles,20,1514,574,416,158,232,30,2.52,,11.0,0.1034,98324.0,NO
V7610,Vendor_495_Ltd,Raw Materials,22,1876,1653,575,451,475,6,3.65,9.0,11.0,0.2906,25950.0,YES
V7494,Vendor_910_Inc,Raw Materials,14,2108,1333,1187,122,644,25,-1.0,1.0,47.0,0.2607,35595.0,RISK
V1817,Vendor_855_Corp,IT Hardware,8,332,9,3,9,1,8,3.11,4.0,,0.1858,71500.0,0
V7928,Vendor_323_Corp,Office Supplies,25,1599,265,210,91,141,11,4.72,8.0,70.0,0.221,177686.0,1
V8723,Vendor_565_LLC,Machinery,18,3759,1120,461,211,640,12,4.95,2.0,26.0,0.0528,37534.0,0
V9549,Vendor_861_Inc,Food & Beverage,13,2335,1619,462,1355,145,4,4.77,5.0,5.0,0.117,471527.0,0
V7692,Vendor_986_Co,Automotive,6,3321,2636,1165,1110,1867,9,3.64,4.0,17.0,0.0591,43778.0,low
V6660,Vendor_745_Ltd,Raw Materials,19,2391,1656,1280,19,978,13,4.13,7.0,15.0,0.1342,467178.0,high
V5331,Vendor_173_Corp,Electronics,26,2887,518,222,406,256,2,4.38,3.0,5.0,0.1613,197763.0,low
V8311,Vendor_395_LLC,Raw Materials,29,430,214,78,79,186,5,4.88,1.0,33.0,0.0037,261900.0,low
V8465,Vendor_259_Ltd,Raw Materials ,5,2436,596,188,459,88,25,3.96,7.0,47.0,0.0078,201687.0,0
V3398,Vendor_627_Co,Food & Beverage,29,2411,1928,33,1733,1611,12,4.68,9.0,1.0,0.0153,140993.0,
V1798,Vendor_909_Ltd,Food & Beverage,19,1585,78,34,24,25,27,2.05,1.0,12.0,0.0391,47638.0,Low
V2893,Vendor_500_Corp,IT Hardware,11,2900,419,176,238,397,23,2.89,8.0,20.0,0.0569,8901.0,
V1250,Vendor_721_Ltd,Machinery,12,23,5,0,4,3,28,4.74,6.0,10.0,0.0224,180084.0,YES
V2520,Vendor_255_Co,Textiles,4,3962,3378,558,2828,2151,8,4.69,6.0,60.0,0.2307,315463.0,NO
V8506,Vendor_764_Corp,Chemicals,4,4279,1826,1185,1629,921,4,3.25,9.0,69.0,0.2561,37254.0,Low
V4052,Vendor_267_Inc,Office Supplies,24,3001,986,744,970,79,999,4.31,5.0,57.0,0.0845,99999999.0,low
V7013,Vendor_821_Co,Textiles,8,1109,1059,316,320,425,9,4.67,8.0,22.0,0.2318,226015.0,0
V8785,Vendor_336_Ltd,Automotive,30,1295,122,119,107,102,23,3.31,6.0,46.0,0.2005,421743.0,low
V6521,Vendor_525_Co,Automotive,13,2966,2553,2532,407,35,30,2.34,6.0,48.0,0.239,-1000.0,1
V4007,Vendor_544_LLC,Chemicals,6,2376,1504,1336,771,1033,27,2.91,4.0,47.0,,279140.0,High Risk
V8884,Vendor_107_Inc,Food & Beverage,1,3868,1587,168,1582,1066,17,4.68,1.0,10.0,0.0623,414831.0,1
V6642,Vendor_799_LLC,Chemicals,7,1308,197,176,53,111,19,4.97,5.0,27.0,0.2973,483765.0,Low
V1657,Vendor_382_Ltd,Textiles,1,967,811,294,648,675,28,4.24,5.0,44.0,0.1088,139280.0,High Risk
V2162,Vendor_733_Corp,IT Hardware,23,651,233,84,216,117,7,4.08,7.0,55.0,0.2158,254728.0,high
V5133,Vendor_573_Ltd,Machinery,25,909,126,121,42,82,10,3.84,5.0,31.0,0.199,430206.0,YES
V6822,Vendor_827_Co,Textiles,22,1675,1654,1111,1458,1649,9,2.2,9.0,19.0,0.0981,358835.0,high
V2655,Vendor_446_LLC,Packaging,24,4883,223,92,164,42,29,,5.0,15.0,0.1836,79900.0,
V5798,Vendor_598_LLC,Office Supplies,10,3235,864,575,222,413,12,2.98,9.0,13.0,0.1454,275715.0,NO
V9868,Vendor_979_Corp,Automotive,30,655,237,12,70,79,19,4.61,9.0,39.0,,345928.0,High
V3385,Vendor_802_Inc,Chemicals,12,4094,2061,1334,1372,45,22,2.14,3.0,52.0,0.0471,320709.0,NO
V3031,Vendor_141_Ltd,Office Supplies,26,3721,1691,1542,909,1224,1,2.74,7.0,37.0,0.1199,18188.0,0
V5381,Vendor_342_Inc,IT Hardware,28,86,84,80,49,76,28,4.96,10.0,62.0,0.1788,271765.0,
V7409,Vendor_984_Inc,Packaging,8,4972,1617,239,429,199,18,2.59,7.0,38.0,0.0484,170027.0,0
V5999,Vendor_132_Co,Packaging,30,1520,1351,882,1090,107,1,99.0,6.0,34.0,0.2431,,1
V2261,Vendor_700_Corp,Machinery,27,2787,1410,521,325,893,26,3.58,3.0,24.0,,452051.0,high
V3928,Vendor_251_Inc,Automotive,23,2827,1540,485,288,1427,22,3.5,6.0,66.0,0.039,,0
V8927,Vendor_183_Inc,Machinery,24,3274,1390,123,285,868,9,4.18,6.0,62.0,,490570.0,
V8649,Vendor_137_Inc,Textiles,4,2172,879,424,229,169,9,4.89,6.0,25.0,0.2648,420239.0,High
V2556,Vendor_567_Corp,Packaging,25,4376,380,371,53,335,13,2.81,7.0,43.0,0.1618,195177.0,low
V2063,Vendor_479_Ltd,IT Hardware,22,3708,1509,866,631,1275,25,4.99,6.0,37.0,0.1276,91430.0,1
V3929,Vendor_157_Corp,Packaging,18,3858,178,46,109,131,6,2.15,4.0,45.0,0.1352,461907.0,High
V1149,Vendor_583_Co,Textiles,29,3696,1993,1924,1847,826,9,4.32,8.0,26.0,0.2576,104949.0,High
V7186,Vendor_344_LLC,Food & Beverage,6,1738,108,3,22,63,6,2.62,8.0,29.0,0.2498,322445.0,
V9557,Vendor_791_Corp,Office Supplies,25,4785,776,204,283,227,11,3.68,1.0,24.0,0.096,206483.0,0
V7231,Vendor_933_LLC,Electronics,15,1657,754,257,472,441,26,4.89,8.0,63.0,,350753.0,YES
V4139,Vendor_566_Co,Food & Beverage,8,4346,4210,1497,2979,3098,24,4.26,8.0,68.0,0.1705,273396.0,High Risk
V9728,Vendor_248_Corp,Automotive,3,4479,1642,311,634,65,7,2.36,2.0,47.0,0.035,479103.0,Low Risk
V5768,Vendor_328_Inc,Office Supplies,20,496,14,0,9,1,10,3.86,4.0,3.0,0.1475,375273.0,High
V9595,Vendor_906_LLC,Chemicals,19,2790,27,20,7,0,4,3.96,7.0,37.0,0.147,134731.0,Low Risk
V4749,Vendor_511_LLC,Food & Beverage,21,775,274,273,189,157,9,3.56,2.0,72.0,0.1394,61800.0,low
V7165,Vendor_927_Inc,Raw Materials,16,4047,791,589,746,637,30,4.54,7.0,44.0,0.1402,3064.0,low
V8171,Vendor_639_Co,Textiles,5,2262,563,560,173,61,5,2.75,6.0,30.0,0.2566,381683.0,0
V8256,Vendor_273_Co,Machinery,30,498,460,49,56,94,13,2.03,1.0,66.0,0.1445,408744.0,high
V7140,Vendor_279_Corp,Textiles,19,3320,2363,2266,953,132,1,2.62,3.0,24.0,0.0089,95467.0,NO
V1993,Vendor_512_Inc,Raw Materials,8,453,344,334,330,50,7,2.57,8.0,18.0,0.1266,147037.0,low
V1917,Vendor_558_Co,Electronics,10,1609,1291,183,334,521,21,2.89,2.0,32.0,0.1627,345794.0,High Risk
V3301,Vendor_314_Ltd,Packaging,23,159,116,16,101,113,29,3.33,10.0,68.0,0.1766,149529.0,high
V5256,Vendor_233_Co,Automotive,6,3191,2786,337,1988,1034,16,3.22,2.0,32.0,0.0257,238975.0,NO
V2767,Vendor_671_Inc,Food & Beverage,18,1932,1155,547,965,1039,29,2.92,10.0,32.0,0.2628,200501.0,High Risk
V1209,Vendor_518_Corp,Machinery,30,857,341,299,139,309,11,3.26,3.0,60.0,0.2933,468145.0,high
V9397,Vendor_664_Ltd,Electronics,30,3560,319,306,150,181,28,4.54,2.0,46.0,0.0994,163708.0,High Risk
V1672,Vendor_155_Ltd,Machinery,30,3344,2719,1489,2378,2019,6,4.97,2.0,18.0,0.1356,351110.0,NO
V4708,Vendor_235_LLC,Food & Beverage,25,1092,370,94,290,131,4,4.71,2.0,41.0,0.2697,109790.0,NO
V5036,Vendor_718_Ltd,Packaging,30,3912,3066,2587,2747,2584,6,3.45,3.0,41.0,0.1742,286278.0,high
V8972,Vendor_407_Inc,Automotive,28,4102,1101,1058,1093,646,19,2.14,2.0,21.0,,427675.0,High
V8188,Vendor_935_Co,Textiles,25,4745,687,462,285,102,3,4.86,5.0,71.0,0.1313,107559.0,1
V6118,Vendor_750_Inc,Raw Materials,26,1596,337,334,213,330,1,4.47,3.0,27.0,0.2442,489516.0,0
V9134,Vendor_139_Ltd,Chemicals,19,2575,1696,2,1451,1092,28,4.55,4.0,61.0,0.1119,418753.0,0
V4242,Vendor_455_Ltd,Electronics,2,2036,319,137,287,232,26,4.55,8.0,9.0,0.0282,453969.0,high
V5633,Vendor_665_Ltd,Automotive,1,2950,2679,1481,619,1525,5,2.29,7.0,37.0,0.084,18631.0,0
V6266,Vendor_855_Corp,Machinery,1,3782,1830,504,1592,624,5,2.98,3.0,52.0,0.2886,23551.0,High Risk
V6015,Vendor_271_Corp,Electronics,10,1066,210,98,128,150,10,3.37,9.0,68.0,0.1014,466554.0,YES
V5366,Vendor_727_Ltd,Chemicals,16,1745,1566,1405,1198,416,26,4.37,4.0,47.0,0.0657,373623.0,
V9150,Vendor_902_Corp,Chemicals,29,4340,3807,2341,4,412,7,3.62,10.0,64.0,0.0217,269314.0,YES
V8462,Vendor_254_Co,Food & Beverage,22,2428,891,308,280,480,23,4.82,6.0,19.0,0.2987,74894.0,High Risk
V7169,Vendor_611_Corp,Office Supplies,24,456,193,79,183,31,3,2.9,3.0,8.0,,270057.0,1
V9772,Vendor_993_Inc,Textiles,27,3793,1324,1299,419,685,9,2.13,6.0,TBD,0.0112,351894.0,High Risk
V2251,Vendor_873_Inc,Food & Beverage,22,2162,1337,813,411,1320,19,4.92,2.0,23.0,0.1266,27289.0,high risk
V6823,Vendor_178_Co,Office Supplies,25,322,20,14,19,17,28,4.73,2.0,69.0,0.0176,447891.0,1
V2164,Vendor_680_Ltd,Food & Beverage,4,4217,2496,75,1191,491,13,3.66,1.0,4.0,0.1256,164717.0,0
V4847,Vendor_332_Ltd,IT Hardware,1,144,58,15,34,57,17,4.76,5.0,49.0,,369416.0,1
V8979,Vendor_288_LLC,IT Hardware,12,3180,1584,1555,497,1028,26,2.26,5.0,41.0,0.1879,415145.0,High Risk
V2860,Vendor_253_LLC,Electronics,8,1325,525,241,415,244,26,4.48,8.0,63.0,0.1679,229659.0,low risk
V5799,Vendor_221_Co,Packaging,24,3230,1242,29,27,142,18,3.48,6.0,57.0,0.0039,388626.0,
V3559,Vendor_599_Ltd,Electronics,22,1009,216,205,192,51,12,4.94,7.0,52.0,0.1979,239257.0,low
V8543,Vendor_130_Corp,Office ,26,4317,1206,412,388,88,19,3.63,5.0,60.0,0.15,331775.0,YES
V1668,Vendor_342_Ltd,Food & Beverage,15,1655,293,237,213,36,8,2.27,1.0,22.0,0.2454,168261.0,NO
V5301,Vendor_187_Ltd,Automotive,14,3908,2340,201,2245,1635,25,4.09,3.0,62.0,0.1678,256779.0,high
V2898,Vendor_215_Co,Automotive,20,910,65,43,38,18,26,3.01,5.0,15.0,0.1872,381217.0,NO
V4935,Vendor_449_Co,Packaging,5,842,837,32,592,591,5,3.35,2.0,52.0,0.0755,254323.0,1
V6109,Vendor_180_Inc,IT Hardware,8,3529,3231,2373,2969,2805,12,2.86,9.0,10.0,0.2167,379064.0,low
V4515,Vendor_103_Co,Packaging,11,1141,726,412,449,188,9,3.94,5.0,29.0,0.2202,406647.0,
V8672,Vendor_913_Co,Textiles,24,3663,2070,453,462,1773,5,-5.0,1.0,23.0,0.096,175636.0,1
V5892,Vendor_952_LLC,IT Hardware,27,3184,437,380,105,102,10,3.08,1.0,30.0,0.1701,464670.0,High
V6604,Vendor_605_Ltd,Machinery,9,3765,2253,246,2238,1402,4,4.25,7.0,24.0,0.1119,59304.0,high
V6093,Vendor_541_Inc,IT Hardware,29,2271,1758,1173,715,547,28,2.43,6.0,39.0,0.1569,275749.0,Low
V4088,Vendor_225_Inc,Food & Beverage,24,1097,1046,840,173,509,11,4.56,6.0,24.0,0.2082,-1000.0,1
V1656,Vendor_950_Ltd,IT Hardware,26,831,743,444,77,710,2,4.03,2.0,43.0,0.1756,162919.0,YES
V2069,Vendor_533_Co,Machinery,8,187,147,24,64,0,25,4.4,9.0,36.0,0.088,112368.0,High
V7231,Vendor_517_Co,Chemicals,23,3502,72,25,11,6,21,4.94,4.0,44.0,0.1278,33164.0,High Risk
V2565,Vendor_555_Inc,Packaging,11,59,56,39,19,26,14,,8.0,72.0,0.2288,64140.0,High Risk
V2874,Vendor_671_Co,IT Hardware,25,709,705,428,419,357,30,4.77,5.0,4.0,0.0595,347916.0,
V7387,Vendor_111_Corp,IT Hardware,8,2535,1381,1342,1085,1251,21,3.36,3.0,71.0,0.1168,262746.0,Low
V2506,Vendor_456_Co,Chemicals,15,1046,548,280,493,204,24,4.43,7.0,66.0,0.2839,484576.0,1
V6414,Vendor_169_Corp,Raw Materials,12,947,114,77,67,103,16,3.64,8.0,17.0,0.072,32472.0,1
V3843,Vendor_523_Co,Food & Beverage,25,26,19,15,0,0,13,3.61,2.0,69.0,0.0093,437251.0,YES
